paper_id,label,important_segment,important_segment_parsed_tree
10.1016/j.jesp.2018.06.002,0,"This may explain why the government, the news media, and the public relish in seeing CEOs lambasted in court (e.g., The New York Times Editorial Board, 2016) and are often unwilling to let corporations off the hook until senior executives leave in disgrace (Thompson & 6 7 Liakos, 2015). Given people's desire to satisfy short-term desires over long-term goals (e.g., Baumeister, 2002) and that people punish for retributive reasons (Carlsmith et al., 2002), they may end up extracting suffering from a series of CEOs at the expense of dedicating the limited amount of resources to fixing the underlying problem.","(ROOT  (S    (NP (DT This))    (VP      (VP (MD may)        (VP (VB explain)          (SBAR            (WHADVP (WRB why))            (S              (NP                (NP (DT the) (NN government))                (, ,)                (NP (DT the) (NN news) (NNS media))                (, ,)                (CC and)                (NP                  (NP (DT the) (JJ public) (NN relish))                  (PP (IN in)                    (S                      (VP (VBG seeing)                        (NP (NNS CEOs)))))))              (VP (VBN lambasted)                (PP (IN in)                  (NP (NN court)))                (PRN (-LRB- -LRB-)                  (ADVP (FW e.g.))                  (, ,)                  (S                    (NP (DT The)                      (NML (NNP New) (NNP York) (NNP Times)))                    (NP (NNP Editorial) (NNP Board)))                  (, ,)                  (NP (CD 2016))                  (-RRB- -RRB-)))))))      (CC and)      (VP (VBP are)        (ADJP (RB often) (JJ unwilling))        (S          (VP (TO to)            (VP (VB let)              (NP (NNS corporations))              (PP (IN off)                (NP (DT the) (NN hook)))              (SBAR (IN until)                (S                  (NP (JJ senior) (NNS executives))                  (VP (VBP leave)                    (PP (IN in)                      (NP (NN disgrace)))))))))        (PRN (-LRB- -LRB-)          (NP            (NP (NNP Thompson))            (CC &)            (NP (CD 6) (CD 7) (NNS Liakos)))          (, ,)          (NP (CD 2015))          (-RRB- -RRB-))))    (. .)))"
10.1016/j.jesp.2017.11.013,0,"The experiment was conducted in the Social Immersion Lab in the Psychology Department at the University of St Andrews. Prior to the experiment it was confirmed that participants did not know each other in any way. Participants arrived at the lab at the same time and were given instructions before any social chatting could take place. Participants were given information forms describing the experiment and then asked to complete a consent form. As the minimal group paradigm, participants were told the cover story that the experiment was designed to study the link between cognitive style and social interaction.",(ROOT  (S    (NP (DT The) (NN experiment))    (VP (VBD was)      (VP (VBN conducted)        (PP (IN in)          (NP            (NP (DT the) (NNP Social) (NNP Immersion) (NNP Lab))            (PP (IN in)              (NP (DT the) (NN Psychology) (NNP Department)))))        (PP (IN at)          (NP            (NP (DT the) (NNP University))            (PP (IN of)              (NP (NNP St) (NNP Andrews)))))))    (. .)))
10.1016/j.jesp.2016.11.014,0,"We do not expect, however, that valence weighting tendencies will always influence impulse control. Past research suggests that weighting bias influences initial evaluative appraisals, which only affect downstream judgments and behaviors when people lack the opportunity or motivation to override those initial appraisals and engage instead in more extensive deliberation (Rocklage & Fazio, 2014).","(ROOT  (S    (NP (PRP We))    (VP (VBP do) (RB not)      (VP (VB expect) (, ,)        (ADVP (RB however))        (, ,)        (SBAR (IN that)          (S            (NP (NN valence) (NN weighting) (NNS tendencies))            (VP (MD will)              (ADVP (RB always))              (VP (VB influence)                (NP (NN impulse) (NN control))))))))    (. .)))"
10.1016/j.jesp.2017.06.015,0,"They are also told that they will be assigned a “reputation score” by their partner, and that this game will repeat multiple times. In economic games similar to this (e.g., Dictator Game, Prisoner's Dilemma, Ultimatum Game; Balliet et al., 2014; Kramer & Brewer, 1984; Yamagishi &Mifune, 2008), individuals tend to demonstrate an ingroup bias whereby they allocate more resources to members of their own group than to the outgroup.","(ROOT  (S    (NP (PRP They))    (VP (VBP are)      (ADVP (RB also))      (VP (VBN told)        (SBAR          (SBAR (IN that)            (S              (NP (PRP they))              (VP (MD will)                (VP (VB be)                  (VP (VBN assigned)                    (NP (DT a) (`` “) (NN reputation) (NN score) ('' ”))                    (PP (IN by)                      (NP (PRP$ their) (NN partner))))))))          (, ,)          (CC and)          (SBAR (IN that)            (S              (NP (DT this) (NN game))              (VP (MD will)                (VP (VB repeat)                  (NP (JJ multiple) (NNS times)))))))))    (. .)))"
10.1016/j.jesp.2017.07.008,1,"In the case of political conspiracies, they also provide a means for engaging in protest against perceived abuses of governmental power. This protest allows a greater sense of personal empowerment against larger political-social forces (Bost & Prunier, 2013). For these reasons, conspiratorial thinking taps into a natural protection mechanism against potential threats. However, what constitutes a threat will also vary based on ideological motivations, which tend to be reinforced by, but not necessarily beholden to, one's racial, social, or political group identification (Abalakina Paap, Stephan, Craig, & Gregory, 1999; Kramer & Gavrieli, 2005).","(ROOT  (S    (PP (IN In)      (NP        (NP (DT the) (NN case))        (PP (IN of)          (NP (JJ political) (NNS conspiracies)))))    (, ,)    (NP (PRP they))    (ADVP (RB also))    (VP (VBP provide)      (NP (DT a) (NN means))      (PP (IN for)        (S          (VP (VBG engaging)            (PP (IN in)              (NP (NN protest)))            (PP (IN against)              (NP                (NP (VBN perceived) (NNS abuses))                (PP (IN of)                  (NP (JJ governmental) (NN power)))))))))    (. .)))"
10.1016/j.jesp.2016.01.014,0,"For example, people tend to make more global dispositional attributions to explain positive outcomes of their actions, but more situational and context-specific attributions for negative outcomes. This bias is largely based on one's motivation to view the self in a more positive light (for reviews, see Campbell & Sedikides, 1999; Mezulis, Abramson, Hyde, & Hankin, 2004). Similar to this self-serving bias, people may be motivated to generalize favorable aspects of their ingroups and negative aspects of their outgroups (Maass, Salvi, Arcuri, & Semin, 1989).","(ROOT  (S    (PP (IN For)      (NP (NN example)))    (, ,)    (NP (NNS people))    (VP (VBP tend)      (S        (VP (TO to)          (VP            (VP (VB make)              (NP (JJR more))              (UCP                (NP                  (NP (JJ global) (JJ dispositional) (NNS attributions))                  (SBAR                    (S                      (VP (TO to)                        (VP (VB explain)                          (NP                            (NP (JJ positive) (NNS outcomes))                            (PP (IN of)                              (NP (PRP$ their) (NNS actions)))))))))                (, ,)                (CC but)                (ADJP (RBR more) (JJ situational))))            (CC and)            (VP              (NP                (ADJP                  (NP (NN context))                  (HYPH -) (JJ specific))                (NNS attributions))              (PP (IN for)                (NP (JJ negative) (NNS outcomes))))))))    (. .)))"
10.1016/j.jesp.2016.02.008,0,"A significant Gender by Condition interaction occurred in the analyses of children's self-evaluation of performance, F(1, 73) = 14. 15, p b .001, ηp2 = .16 (See Fig. 2). Although both boys and girls evaluated their performance positively, consistent with previous research, in the threat condition boys evaluated their performance less positively than girls did, F(1, 73)= 4.35, p b .04, ηp2 = .06 (boys:M=4.15; SE= .19; girls:M=4.71; SE= .18).","(ROOT  (S    (S      (NP        (NP (DT A) (JJ significant) (NN Gender))        (PP (IN by)          (NP (NNP Condition) (NN interaction))))      (VP (VBD occurred)        (PP (IN in)          (NP            (NP (DT the) (NNS analyses))            (PP (IN of)              (NP                (NP                  (NP (NNS children) (POS 's))                  (NN self) (HYPH -) (NN evaluation))                (PP (IN of)                  (NP (NN performance)))))))))    (, ,)    (S      (NP (NN F) (-LRB- -LRB-) (CD 1) (, ,) (CD 73) (-RRB- -RRB-))      (VP (SYM =)        (NP (CD 14))))    (. .)))"
10.1016/j.jesp.2015.11.008,0,"Greater attitude certainty should increase the consistency between whichever reactions come to mind in a given instance (which as we mentioned, could happen for many reasons, independent of a person's degree of attitude certainty) and the overall evaluation of the target at that moment because those reactions seem especially valid (Briñol & Petty, 2009; Petty et al., 2007a).","(ROOT  (S    (NP (NNP Greater) (NN attitude) (NN certainty))    (VP (MD should)      (VP (VB increase)        (NP          (NP (DT the) (NN consistency))          (PP (IN between)            (SBAR              (WHNP (WDT whichever))              (S                (NP (NNS reactions))                (VP (VBP come)                  (PP (IN to)                    (NP                      (NP                        (NP (NN mind))                        (PP (IN in)                          (NP                            (NP (DT a) (VBN given) (NN instance))                            (-LRB- -LRB-)                            (SBAR                              (WHNP (WDT which))                              (S                                (VP                                  (VP                                    (SBAR (IN as)                                      (S                                        (NP (PRP we))                                        (VP (VBD mentioned))))                                    (, ,) (MD could)                                    (VP (VB happen)                                      (PP (IN for)                                        (NP (JJ many) (NNS reasons)))))                                  (, ,)                                  (NP                                    (NP (JJ independent))                                    (PP (IN of)                                      (NP                                        (NP                                          (NP (DT a) (NN person) (POS 's))                                          (NN degree))                                        (PP (IN of)                                          (NP (NN attitude) (NN certainty)))))))))                            (-RRB- -RRB-))))                      (CC and)                      (NP                        (NP (DT the) (JJ overall) (NN evaluation))                        (PP (IN of)                          (NP                            (NP (DT the) (NN target))                            (PP (IN at)                              (NP                                (NP (DT that) (NN moment))                                (SBAR (IN because)                                  (S                                    (NP (DT those) (NNS reactions))                                    (VP (VBP seem)                                      (ADJP (RB especially) (JJ valid))))))))))))                  (PRN (-LRB- -LRB-)                    (FRAG                      (NP (NNP Briñol)                        (CC &)                        (NNP Petty))                      (, ,)                      (NP (CD 2009)))                    (: ;)                    (FRAG                      (NP (NNP Petty)                        (ADVP (FW et) (FW al.)))                      (, ,)                      (NP (NN 2007a)))                    (-RRB- -RRB-)))))))))    (. .)))"
10.1016/j.jesp.2014.09.010,0,"We examined whether self-esteem was reliably influenced by multiple nonverbal cues encountered across different faces over time. We focused here on the well-studied combination of eye-gaze and facialemotion (cf. Adams, Franklin, Nelson, & Stevenson, 2010). In each of two studies, participants completed self-esteemmeasures after viewing a series of faces that varied—on a between-subjects basis—with respect to emotion expression and eye gaze. We expected exposure to negative (versus positive) facial emotion to reduce perceivers' self-esteem but only when those faces exhibited direct-gaze (i.e., were “looking at” perceivers).",(ROOT  (S    (NP (PRP We))    (VP (VBD examined)      (SBAR (IN whether)        (S          (NP (NN self) (HYPH -) (NN esteem))          (VP (VBD was)            (ADVP (RB reliably))            (VP (VBN influenced)              (PP (IN by)                (NP                  (NP (JJ multiple) (JJ nonverbal) (NNS cues))                  (SBAR                    (S                      (VP (VBD encountered)                        (PP (IN across)                          (NP (JJ different) (NNS faces)))                        (PP (IN over)                          (NP (NN time)))))))))))))    (. .)))
10.1016/j.jesp.2014.07.013,0,"Businessmen are also told to control their emotions during negotiations, and one of the keys to successful business leadership is believed to be the ability to exercise this control (Williams, 2007). If thoughts about money dispose individuals to view their interactions with others as business-like relationships, and if the expression of emotion is considered inappropriate in these relationships, it seems likely that activating concepts ofmoneywill influencenot only people's own expressions of emotion but their expectations for others also.","(ROOT  (S    (S      (NP (NNS Businessmen))      (VP (VBP are)        (ADVP (RB also))        (VP (VBN told)          (S            (VP (TO to)              (VP (VB control)                (NP (PRP$ their) (NNS emotions))                (PP (IN during)                  (NP (NNS negotiations)))))))))    (, ,)    (CC and)    (S      (NP        (NP (CD one))        (PP (IN of)          (NP            (NP (DT the) (NNS keys))            (TO to)            (NP (JJ successful) (NN business) (NN leadership)))))      (VP (VBZ is)        (VP (VBN believed)          (S            (VP (TO to)              (VP (VB be)                (NP (DT the) (NN ability)                  (S                    (VP (TO to)                      (VP (VB exercise)                        (NP (DT this) (NN control)))))))))          (PRN (-LRB- -LRB-)            (NP (NNP Williams))            (, ,)            (NP (CD 2007))            (-RRB- -RRB-)))))    (. .)))"
