paper_id,important_segment,label,Fold_Id
10.1016/j.jesp.2018.06.002,"This may explain why the government, the news media, and the public relish in seeing CEOs lambasted in court (e.g., The New York Times Editorial Board, 2016) and are often unwilling to let corporations off the hook until senior executives leave in disgrace (Thompson & 6 7 Liakos, 2015). Given people's desire to satisfy short-term desires over long-term goals (e.g., Baumeister, 2002) and that people punish for retributive reasons (Carlsmith et al., 2002), they may end up extracting suffering from a series of CEOs at the expense of dedicating the limited amount of resources to fixing the underlying problem.",0,4
10.1016/j.jesp.2017.11.013,"The experiment was conducted in the Social Immersion Lab in the Psychology Department at the University of St Andrews. Prior to the experiment it was confirmed that participants did not know each other in any way. Participants arrived at the lab at the same time and were given instructions before any social chatting could take place. Participants were given information forms describing the experiment and then asked to complete a consent form. As the minimal group paradigm, participants were told the cover story that the experiment was designed to study the link between cognitive style and social interaction.",0,8
10.1016/j.jesp.2016.11.014,"We do not expect, however, that valence weighting tendencies will always influence impulse control. Past research suggests that weighting bias influences initial evaluative appraisals, which only affect downstream judgments and behaviors when people lack the opportunity or motivation to override those initial appraisals and engage instead in more extensive deliberation (Rocklage & Fazio, 2014).",0,4
10.1016/j.jesp.2017.06.015,"They are also told that they will be assigned a “reputation score” by their partner, and that this game will repeat multiple times. In economic games similar to this (e.g., Dictator Game, Prisoner's Dilemma, Ultimatum Game; Balliet et al., 2014; Kramer & Brewer, 1984; Yamagishi &Mifune, 2008), individuals tend to demonstrate an ingroup bias whereby they allocate more resources to members of their own group than to the outgroup.",0,8
10.1016/j.jesp.2017.07.008,"In the case of political conspiracies, they also provide a means for engaging in protest against perceived abuses of governmental power. This protest allows a greater sense of personal empowerment against larger political-social forces (Bost & Prunier, 2013). For these reasons, conspiratorial thinking taps into a natural protection mechanism against potential threats. However, what constitutes a threat will also vary based on ideological motivations, which tend to be reinforced by, but not necessarily beholden to, one's racial, social, or political group identification (Abalakina Paap, Stephan, Craig, & Gregory, 1999; Kramer & Gavrieli, 2005).",1,5
10.1016/j.jesp.2015.11.005,"It appears that the effect is largely dependent on causal attribution processes, and whereas negative outcomes seem to trigger causality appraisals by default, this is not (or less) the case for positive outcomes. However, by making the causal structure of the scenarios salient to our participants, an action–omission effect could be obtained for positive outcomes as well. Interestingly, no matter the outcome condition, the action–omission effectwas increased by explicitly reminding participants of the causal structure of the scenarios, though this increase was rather small in the negative outcome conditions compared to the positive outcome conditions.",0,6
10.1016/j.jesp.2016.01.014,"For example, people tend to make more global dispositional attributions to explain positive outcomes of their actions, but more situational and context-specific attributions for negative outcomes. This bias is largely based on one's motivation to view the self in a more positive light (for reviews, see Campbell & Sedikides, 1999; Mezulis, Abramson, Hyde, & Hankin, 2004). Similar to this self-serving bias, people may be motivated to generalize favorable aspects of their ingroups and negative aspects of their outgroups (Maass, Salvi, Arcuri, & Semin, 1989).",0,10
10.1016/j.jesp.2016.02.008,"A significant Gender by Condition interaction occurred in the analyses of children's self-evaluation of performance, F(1, 73) = 14. 15, p b .001, ηp2 = .16 (See Fig. 2). Although both boys and girls evaluated their performance positively, consistent with previous research, in the threat condition boys evaluated their performance less positively than girls did, F(1, 73)= 4.35, p b .04, ηp2 = .06 (boys:M=4.15; SE= .19; girls:M=4.71; SE= .18).",0,10
10.1016/j.jesp.2015.11.008,"Greater attitude certainty should increase the consistency between whichever reactions come to mind in a given instance (which as we mentioned, could happen for many reasons, independent of a person's degree of attitude certainty) and the overall evaluation of the target at that moment because those reactions seem especially valid (Briñol & Petty, 2009; Petty et al., 2007a).",0,8
10.1016/j.jesp.2014.09.010,"We examined whether self-esteem was reliably influenced by multiple nonverbal cues encountered across different faces over time. We focused here on the well-studied combination of eye-gaze and facialemotion (cf. Adams, Franklin, Nelson, & Stevenson, 2010). In each of two studies, participants completed self-esteemmeasures after viewing a series of faces that varied—on a between-subjects basis—with respect to emotion expression and eye gaze. We expected exposure to negative (versus positive) facial emotion to reduce perceivers' self-esteem but only when those faces exhibited direct-gaze (i.e., were “looking at” perceivers).",0,10
